417, 2, 9, in(southeastern asia)
417, 3, 1, cholera
417, 3, 5, access to safe water| hygiene and sanitation in the world�s poorest communities
417, 3, 7, southeastern asia |central asia
417, 3, 8, bad water
417, 3, 9, in(central asia) | in(southeastern asia)
417, 1, 1, cholera| typhoid | dysentery
417, 1, 5, clean drinking water and sanitation | access to clean water| clean hands prior to mealtime and uncontaminated food supply
417, 1, 7, asia| africa| and the americas | haiti
417, 1, 9, in(asia)
418, 1, 1, ebola
418, 1, 7, emory university hospital| dallas| liberia
418, 1, 8, virus
418, 2, 1, ebola
418, 2, 7, emory| dallas
418, 2, 9, at(emory)
418, 3, 1, ebola
418, 3, 5, administering fluids| preventing infections
418, 3, 7, place
418, 3, 9, in(place)
418, 4, 1, ebola
418, 4, 5, hand sanitizer dispenser
418, 4, 7, working space
418, 4, 9, around(dallas)
418, 5, 1, ebola
418, 5, 7, emory university hospital| texas health presbyterian hospital| dallas
418, 5, 9, at(emory university hospital)| from(hospital)
418, 1, 1, ebola
418, 1, 7, atlanta| emory university hospital| liberia| emory's doors
418, 1, 9, through(emory's doors)
418, 7, 1, ebola
418, 7, 4, develop antibodies
418, 7, 8, ebola virus
419, 1, 1, ebola
419, 1, 5, avoid non-essential travel | avoiding contact with the blood and body fluids of people who are sick| because of the possibility they may be sick with ebola.
419, 1, 7, guinea| liberia| sierra leone
419, 1, 9, to(guinea)
419, 2, 1, ebola
419, 2, 5, clinicians should isolate the patient pending diagnostic testing
419, 3, 1, ebola
419, 3, 5, medical evaluation and testing for ebola| monitoring| or travel restrictions
419, 3, 8, blood or body fluids
420, 1, 1, malaria
420, 1, 3, rapid diagnostic tests
420, 1, 7, zambia
420, 1, 9, in (rural zambia)|around(health facilities)
421, 1, 1, evd
421, 1, 4, oral rehydration therapy (slightly sweet and salty water to drink)
421, 1, 6, tissues
421, 1, 7, sudan| democratic republic of the congo| west africa| guinea| sierra leone| liberia| nigeria| tropical regions
421, 1, 8, virus
421, 1, 9, in(tropical regions)
421, 2, 1, ebola
421, 2, 2, fever| sore throat| muscle pain| headaches| vomiting| diarrhea| rash| decreased functioning of the liver and kidneys
421, 2, 6, liver| kidneys
421, 2, 9, externally(body)
421, 3, 1, ebola
421, 3, 7, nigeria|liberia|lagos|nigerian government|port harcourt|india|mumbai|delhi
421, 3, 9, from(liberia)|to(nigeria)|in(mumbai)
421, 4, 1, ebola
421, 4, 7, world health organization|liberia|monvoria|guinea|sierra leome
421, 4, 9, without(borders)|in(liberia)|to(nigeria)
421, 5, 1, evd
421, 5, 7, centers for disease control and prevention|u.s. healthcare
421, 5, 9, in (u.s. healthcare).
421, 6, 1, ebola| influenza| malaria| dengue fever
421, 6, 2, fatigue| fever| headaches| joint| muscle and abdominal pain| vomiting| diarrhea| loss of appetite
421, 6, 6, throat| chest| skin
421, 6, 8, ebolavirus
421, 7, 1, ebola
421, 7, 2, fever| sore throat| muscle pain| headaches| vomiting| diarrhea| rash| decreased functioning of the liver and kidneys
421, 7, 8, ebolavirus
421, 8, 1, ebola
421, 8, 5, checking such animals for infection and killing and properly disposing of the bodies
421, 8, 6, tissues
421, 6, 1, ebola| influenza| malaria| dengue fever
421, 6, 2, fatigue| fever| headaches| joint| muscle and abdominal pain| vomiting| diarrhea| loss of appetite
421, 6, 6, throat| chest| skin
421, 6, 8, ebolavirus
423, 1, 1, ebola
423, 1, 5, practice careful hygiene | wash your hands with soap and water or use an alcohol-based hand sanitizer | avoid contact with blood and body fluids (such as urine| saliva| sweat| feces| vomit| breast milk| and semen) of people who have ebola | do not handle items that may have come in contact with an infected person�s blood or body fluids.
423, 1, 7, guinea| liberia| sierra leone | west africa
423, 1, 8, direct| unprotected contact with the blood or body fluids (such as urine| saliva| sweat| feces| vomit| breast milk| and semen) of an infected symptomatic person| contact with the body of someone who has died from ebola| and exposure to objects (such as needles) | infected blood or other body fluids and tissues.
423, 1, 9, to(guinea) | in(west africa)
423, 2, 1, ebola
423, 2, 5, check your health insurance plan | ensure you are covered for healthcare abroad in the event of illness | ask your organization about their medical evacuation plans | purchase travel health insurance and medical evacuation insurance | check the coverage limits for evacuation insurance
423, 2, 7, guinea| liberia| sierra leone | west africa
423, 2, 9, to(guinea) | in(west africa)
423, 3, 1, ebola
423, 3, 5, avoid direct contact with the body of someone who has died from ebola| including participating in funeral and burial rituals | avoid contact with animals (such as monkeys or bats) or with raw or undercooked meat. | do not eat or handle bushmeat (wild animals hunted for food). | avoid hospitals in west africa where ebola patients are being treated. | report any potential unprotected ebola exposure or illness promptly following your organization's reporting procedures.
423, 3, 7, guinea| liberia| sierra leone | west africa
423, 3, 8, direct| unprotected contact with the blood or body fluids (such as urine| saliva| sweat| feces| vomit| breast milk| and semen) of an infected symptomatic person| contact with the body of someone who has died from ebola| and exposure to objects (such as needles) | infected blood or other body fluids and tissues.
423, 3, 9, to(guinea) | in(west africa)
423, 4, 1, ebola
423, 4, 2, severe headache| muscle pain| vomiting| diarrhea| stomach pain| or unexplained bleeding or bruising.
423, 4, 5, take your temperature every morning and evening |
423, 4, 7, united states
423, 4, 9, to(united states)
423, 5, 1, ebola
423, 5, 7, airports | united states
423, 5, 9, at(airports) | to(united states)
423, 6, 1, ebola
423, 6, 5, up-to-date on routine vaccines| schedule a visit with a travel medicine provider| put together a travel health kit containing items such as over-the-counter medications| a thermometer| alcohol-based hand sanitizer| and basic first aid items | ensure that your organization will be providing you with personal protection equipment (ppe) such as masks| gloves| gowns| and eye protection
423, 6, 7, guinea| liberia| sierra leone | west africa
423, 6, 9, to(guinea) | in(west africa)
423, 7, 1, ebola
423, 7, 5, avoid nonessential travel | avoiding contact with the blood and body fluids (such as urine| saliva| sweat| feces| vomit| breast milk| and semen) of people who are sick with ebola
423, 7, 7, guinea| liberia| sierra leone | west africa
423, 7, 8, blood or body fluids
423, 7, 9, to(guinea) | in(west africa)
424, 1, 1, ebola
424, 1, 2, fever| headache| joint muscle aches| sore throat| weakness| diarrhea| vomiting stomach pain. rash| red eyes| hiccups| bleeding
424, 1, 6, blood
424, 2, 1, ebola
424, 2, 7, zaire congo
425, 1, 1, ebola| lassa| marburg| machupo| junin| hanta| plague| tuberculosis| anthrax| cholera| typhoid| typhus| malaria| viral hemorrhagic fevers
425, 1, 7, earth| moon
426, 1, 1, ebola
426, 1, 5, avoiding contact with the blood and body fluids of people who are sick with ebola | avoid nonessential travel
426, 1, 7, liberia
426, 1, 9, to(liberia)
426, 2, 1, ebola
426, 2, 2, fever and symptoms such severe headache| fatigue| muscle pain| vomiting| diarrhea| stomach pain| or unexplained bleeding or bruising.
426, 2, 5, avoid direct contact (through broken skin or mucous membranes in| for example| the eyes| nose| or mouth) with blood or body fluids (such as urine| saliva| sweat| feces| vomit| breast milk| and semen) of a person who is sick with ebola|objects (like needles and syringes) that have been contaminated with the virus| and infected fruit bats or primates (apes and monkeys).
426, 2, 8, zaire| sudan| bundibugyo| or tai forest virus
426, 3, 1, ebola
426, 3, 5, avoid nonessential travel | avoiding contact with the blood and body fluids of people who are sick with ebola
426, 3, 7, guinea | liberia| mali| sierra leone | west africa
426, 3, 9, in(guinea) | to(liberia) | in(west africa)
426, 4, 1, ebola
426, 4, 5, immediately notify your organization| health officials| and the us embassy or consulate in liberia if you think you have been exposed to someone with ebola but were not wearing recommended ppe | wear the recommended personal protective equipment (ppe) | use proper infection control and decontamination measures | isolate patients with suspected| probable| or confirmed ebola from other patients | avoid direct contact with dead bodies without wearing recommended ppe
426, 4, 7, liberia
426, 4, 9, in(liberia)
427, 1, 1, ebola
427, 1, 7, africa
428, 1, 1, ebola
428, 1, 2, blood clotting and hemorrhaging
428, 1, 6, every organ and tissue| except the bones and skeletal muscles
428, 1, 8, ebola virus
428, 2, 2, blood clots|red spots|bleeding
428, 2, 6, liver|brain|lungs|kidneys|intestines|breast|testicles
428, 2, 8, ebola virus
428, 2, 9, on(the skin)|in(the skin)
428, 3, 2, blood clots|red spots|bleeding
428, 3, 6, liver|brain|lungs|kidneys|intestines|breast|testicles
428, 3, 8, ebola virus
428, 3, 9, on(the skin)|in(the skin)
428, 4, 1, ebola
428, 4, 2, blood clots
428, 4, 6, liver| brain| kidneys|lungs| intestines| testicles
428, 5, 1, ebola
428, 5, 2, bleed from the nose and mouth|impaired kidney and liver function|blood in the stoolses| bleeding in the brain can lead to severe depression| seizures and delirium.
428, 5, 6, nose|mouth|kidney|liver|brain.
428, 5, 8, ebola virus
428, 6, 1, ebola
428, 6, 2, blood thickens and slows| and clots begin to stick to the walls of blood vessels
428, 6, 6, brain| liver| kidneys| lungs|intestines| testicles| breast tissue
429, 1, 1, ebola | malaria | dengue fever | typhoid fever
429, 1, 5, monitor health for 21 days
429, 1, 7, africa | west africa
429, 1, 8, have sexual or other contact with the bodily fluids of a sick person | touch any dead bodies or attend a funeral
429, 1, 9, in(africa) | to(west africa)
429, 2, 1, ebola
429, 2, 2, sick
429, 2, 5, asked to stay at home| limit movements| and monitor their health for 21 days
429, 2, 7, nigeria| spain and the united states
429, 2, 9, in(nigeria)
429, 3, 1, ebola
429, 3, 5, quarantine people | stay at home| limit movements| and monitor their health for 21 days
429, 3, 7, mali| nigeria| spain |united states
429, 3, 8, direct contact with contaminated body fluids from a sick person
429, 3, 9, in(mali)
429, 4, 1, ebola
429, 4, 2, elevated temperatures
429, 4, 3, screening| test negative for ebola twice
429, 4, 4, medical treatment
429, 4, 5, contacts should not travel internationally for 21 days
429, 4, 7, ebola-affected areas
429, 4, 9, from(ebola-affected areas)
429, 5, 1, ebola
429, 5, 7, west africa | nigeria| senegal| spain| the usa | mali
429, 5, 8, caring for an ill person| preparing the body of an ebola patient for burial| and sharing a bed with an ill person. other risky activities include attending the funeral of an ebola patient| touching their bodily fluids| or handling or eating meat from a sick or dead animal
429, 5, 9, in(west africa) | in(nigeria)
430, 1, 1, cholera
430, 1, 2, dehydration| watery diarrhea | vomiting
430, 1, 7, areas with epidemic cholera
430, 2, 1, cholera
430, 2, 2, watery diarrhea
430, 2, 5, drink ors| breastfeed baby
430, 2, 7, health facility
430, 2, 8, cholera germs | feces| poop
430, 2, 9, nearest(health facility)
431, 1, 1, ebola
431, 1, 2, human-to-human transmission | direct contact through broken skin or mucous membranes with the blood| or other bodily fluids or secretions (stool| urine| saliva| semen) of infected people
431, 1, 5, wearing personal protection equipment
431, 1, 7, west africa
431, 1, 9, in(west africa)
431, 2, 1, ebola virus disease | ebola haemorrhagic fever
431, 2, 7, democratic republic of congo | sudan
431, 2, 8, pteropodidae
431, 2, 9, of(sudan)
431, 3, 1, ebola virus disease | ebola haemorrhagic fever
432, 1, 1, malaria
432, 1, 4, antimalarial medication
432, 1, 5, malaria prophylaxis|awareness of risk|bite avoidance|chemoprophylaxis
432, 1, 7, uk
432, 1, 8, plasmodium| plasmodium falciparum
432, 1, 9, tropical and subtropical areas
433, 1, 1, typhus
433, 1, 7, udonthani hospital| udonthani province| maharat nakhon rachasima hospital| nakhon rachasima province| chaiyapoom hospital| chaiyapoom province| chumphon hospital| chumphon province| thailand
433, 1, 8, dengue virus
433, 1, 9, in(thailand)
433, 2, 1, typhus
433, 2, 4, antimicrobial treatment
433, 2, 7, udonthani hospital| maharaj nakhon ratchasima hospital| chaiyapoom hospital| ban mai chaiyapod hospital| chumphon hospital
433, 2, 8, bacterial infection
433, 2, 9, at(udonthani hospital)
433, 1, 1, typhus
433, 1, 7, udonthani hospital| udonthani province| maharat nakhon rachasima hospital| nakhon rachasima province| chaiyapoom hospital| chaiyapoom province| chumphon hospital| chumphon province| thailand
433, 1, 8, dengue virus
433, 1, 9, in(thailand)
433, 4, 1, typhus
433, 4, 7, southeast asia| hospitals| thailand
433, 4, 9, in(southeast asia)|
433, 5, 1, typhus
433, 5, 7, southeast asia| hospitals| thailand
433, 5, 9, in(southeast asia)|
433, 6, 1, typhus
433, 6, 7, udonthani hospital| udonthani province| maharat nakhon rachasima hospital| nakhon rachasima province| chaiyapoom hospital| chaiyapoom province| chumphon hospital| chumphon province| thailand
433, 6, 8, dengue virus infection
433, 6, 9, in
433, 1, 1, typhus
433, 1, 7, udonthani hospital| udonthani province| maharat nakhon rachasima hospital| nakhon rachasima province| chaiyapoom hospital| chaiyapoom province| chumphon hospital| chumphon province| thailand
433, 1, 8, dengue virus infection
433, 1, 9, in(thailand)
435, 1, 1, malaria| pneumonia| diarrhea| tuberculosis| and hiv/aids
435, 1, 7, areas| malaria-endemic world
435, 1, 9, in(malaria-endemic world)
435, 2, 1, malaria
435, 2, 7, st marc hospital| kingasani| kinshasa| dr congo
435, 2, 8, plasmodium falciparum
435, 2, 9, in(kingasani)| outskirts(kinshasa)
435, 2, 1, malaria
435, 2, 7, st marc hospital| kingasani| kinshasa| dr congo
435, 2, 8, plasmodium falciparum
435, 2, 9, in(kingasani)| outskirts(kinshasa)
435, 4, 1, malaria
435, 4, 2, fever| chills| sweats| headaches| muscle pains| nausea and vomiting
435, 4, 8, plasmodium falciparum
436, 1, 1, mite-borne typhus | tick typus
436, 1, 5, prompt removal of attached ticks | use of repellents | laundering of louse-infested clothing
436, 1, 9, in(rural areas)
436, 2, 1, epidemic typhus
436, 2, 2, high fever| intractable headache| and rash | prostration | vascular collapse
436, 2, 7, africa and south america
436, 2, 8, body louse
436, 2, 9, in(africa)
436, 3, 1, rickettsiae | typhus |tick typhus
436, 3, 2, fever|chills| headache| and muscle pains| body rash | low prostration
436, 3, 5, check your skin carefully for ticks after walking in a danger area such as a tropical forest | insect repellent | impregnated with benzyl benzoate and dibutylphthalate
436, 3, 7, lymph | southern africa | tropical forest
436, 3, 8, ticks| mites| fleas| or lice | cattle or wild-animal ticks
436, 3, 9, nearby(lymph)|in(southern africa)
436, 4, 1, rickettsiae | typhus |scrub typhus
436, 4, 2, fever|chills| headache| and muscle pains| body rash | low prostration | high fever to 104 �f | cough is present during the first week of fever and pneumonia may develop
436, 4, 7, lymph | pacific islands and in southeast and east asia | arms | legs
436, 4, 8, ticks| mites| fleas| or lice
436, 4, 9, on(pacific islands) | in(southeast) | to(arms)
436, 5, 1, rickettsiae | typhus |epidemic typhus
436, 5, 2, fever|chills| headache| and muscle pains| body rash | low prostration
436, 5, 7, lymph | africa and south america
436, 5, 8, ticks| mites| fleas| or lice
436, 5, 9, nearby(lymph) | in(africa)
436, 6, 1, rickettsiae | typhus
436, 6, 2, bad cold |chills| headache| and muscle pains| as well as a body rash
436, 6, 8, ticks| mites| fleas| or lice
436, 6, 9, nearby(lymph nodes)
436, 7, 1, scrub typhus
436, 7, 2, fever| chills| headache| and generalized swelling of lymph nodes
436, 7, 7, pacific islands | southeast asia| east asia
436, 7, 8, mites | rodents
436, 7, 9, on(pacific islands) | in(southeast asia) | in(east asia)
437, 1, 1, ebola
437, 1, 7, democratic republic of the congo|west africa|
437, 1, 8, zaire virus
437, 1, 9, in (the democratic republic of the congo)|in(west africa )
438, 1, 1, ebola
438, 1, 2, sudden onsetof fever fatigue| muscle pain| headache and sore throat|vomiting| diarrhoea| rash| symptoms of impaired kidney and liver function.
438, 2, 1, ebola
438, 2, 2, fever fatigue| muscle pain| headache| sore throat| vomiting| diarrhoea| rash| symptoms of impaired kidney &amp; liver function
438, 2, 6, kidney| liver
438, 2, 7, laboratory
438, 2, 8, virus
438, 3, 1, evd
438, 3, 7, nzara| sudan|yambuku|democratic republic of congo
438, 3, 8, ebola virus
438, 3, 9, near(the ebola river)
438, 4, 1, ebola
438, 4, 2, fever| muscle pain| headache| sore throat| or fatigue|vomiting| diarrhea| rashes| and impaired kidney or liver
438, 4, 6, muscle|head|throat|kidney|liver
438, 5, 1, ebola
438, 5, 2, fever fatigue| muscle pain| headache|sore throat|vomiting| diarrhoea| rash| impaired kidney liver function| bleeding
438, 5, 6, platelet liver white blood cell
438, 6, 7, zaire|bundibugyo|sudan|africa
438, 6, 8, filoviridae|cuevavirus|marburgvirus|ebolavirus
438, 6, 9, in (africa)
438, 7, 1, ebola virus desease|ebola haemorrhagic fever
438, 7, 2, illness
438, 7, 8, wild animals
438, 3, 1, ebola
438, 3, 7, nzara|sudan|yambuku|ebola river
438, 3, 8, ebola virus
438, 3, 9, near(the ebola river)
438, 9, 1, ebola | ebola haemorrhagic fever
438, 9, 2, wild animals
438, 9, 5, community engagement | case management| surveillance and contact tracing| a good laboratory service| safe burials | social mobilisation
438, 9, 7, central africa | west africa |tropical rainforests
438, 9, 9, near(tropical rainforests) | in(central africa) | in(west africa)
438, 10, 5, immune therapies drug therapies vaccines
438, 10, 6, blood
438, 1, 2, fever fatigue|muscle pain|headache|sore throat|vomiting|diarrheo|rash|bleeding
438, 1, 6, head|muscle|throat|kidney|liver
438, 1, 8, ebola virus
438, 12, 1, evd
438, 12, 7, central africa|west africa.
438, 12, 8, ebola virus
438, 12, 9, in (central africa)
438, 13, 1, ebola
438, 13, 7, guinea|sierra leone|liberia|nigeria|senegal|land borders
438, 13, 8, ebola virus
438, 13, 9, in (guinea)|across(land borders)|by(air)|to(sierra leone)
438, 14, 1, ebola
438, 14, 2, bedding| clothing
438, 14, 8, ebola virus
438, 14, 9, spreads(human-to-human)
439, 1, 2, blood clotting
439, 1, 8, ebola virus
439, 1, 9, by(blood clotting)
439, 2, 2, blood clots|red spots|bleeding
439, 2, 6, liver|brain|lungs|kidneys|intestines|breast|testicles
439, 2, 8, ebola virus
439, 2, 9, on(the skin)|in(the skin)
439, 3, 1, ebola
439, 3, 5, creating a vaccine
439, 3, 7, american
439, 4, 1, ebola
439, 4, 2, blood clotting| hemorrhaging
439, 4, 6, tissue| collagen
439, 4, 7, place
439, 4, 8, ebola virus
439, 4, 9, in(place)
439, 1, 1, ebola| release proteins
439, 1, 2, blood clotting| hemorrhaging
439, 1, 6, tissue| every organ| bones| skeletal muscles
439, 1, 8, virus particles
439, 6, 1, ebola hemorrhagic fever (ebola hf)
439, 6, 7, ebola river in africa|democratic republic of congo| gabon| sudan| the ivory coast| and uganda
439, 6, 8, ebola virus
439, 7, 1, ebola
439, 7, 2, increase in body temperature| strong headaches| and joint and muscle pain| diarrhea| vomiting| stomach pain| bleeding
439, 7, 6, eyes| nose| and tongue
439, 7, 8, ebola virus
439, 7, 9, from(eyes)
439, 7, 1, ebola
439, 7, 2, sudden increase in body temperature| strong headaches| and joint and muscle pain|diarrhea| vomiting| and stomach pain.
439, 7, 6, muscles|joints|head|stomach|eyes|nose|tongue.
439, 7, 8, ebola virus
439, 9, 1, ebola
439, 9, 2, blood clotting and hemorrhaging
439, 9, 8, ebola virus
439, 6, 1, ebola
439, 6, 7, africa|congo|gabon|sudan|ivory coast|uganda
439, 6, 8, ebola virus
441, 1, 1, ebola
441, 1, 2, saliva| sweat| semen| blood | physical contact
441, 1, 5, isolate patient | quarantine patient | check point at airport
441, 1, 7, india | west african countries |middle east
441, 1, 9, into(india) | to(west african)
441, 2, 1, ebola
441, 2, 5, screened | screening
441, 2, 7, liberia| nigeria | sierra leone | delhi| mumbai| bengaluru| chennai| trivandrum | kochi | airport | west african country of guinea | ebola-affected countries
441, 2, 9, at(delhi) | to(ebola)
441, 3, 1, ebola
441, 3, 4, isolate the patient| maintain blood parameters| maintain blood pressure
441, 3, 5, icu set-up
441, 3, 7, rml hospital | national centre for disease control | national institute of virology
442, 1, 1, ebola
