8, 407, 2, 0, hepatitis;development of jaundice| liver disease;liver | south-east asia | the pacific basin | sub-saharan africa| the amazon basin| parts of the middle east| the central asian republics;
8, 407, 3, 1, hepatitis;development of jaundice| liver disease;liver | china| senegal| and thailand | panama| new guinea| solomon islands| greenland| alaskan indians;in(china) | in(panama);
8, 651, 1, 0, hepatitis;unwell with possible nausea| vomiting| diarrhea| anorexia and headaches;great britain| canada| united states| scandinavia| and some other european nations;
8, 651, 2, 1, hepatitis;unwell with possible nausea| vomiting| diarrhea| anorexia and headaches;areas of africa |areas of asia;in(areas of africa);
8, 508, 2, 0, hepatitis;fatigue| anorexia and nausea and right upper quadrant pain;hbsag in the blood or serum for longer than six months;
9, 408, 1, 1, cholera;watery diarrhea | vomiting | nausea| vomiting| cramps| fever or blood in the stool;ciprofloxacin (cipro)| levofloxacin (levaquin)| rifaximin (xifaxan)| or azithromycin (zithromax). loperamide (imodium) | diphenoxylate (lomotil);bring along an antibiotic and an antidiarrheal drug | carefully observe food and water precautions | do not drink tap water unless it has been boiled| filtered| or chemically disinfected | do not drink unbottled beverages or drinks with ice | do not eat fruits or vegetables unless they have been peeled or cooked | avoid cooked foods that are no longer piping hot | avoid unpasteurized milk and any products that might have been made from unpasteurized milk| such as ice cream | avoid food and beverages obtained from street vendors | do not eat raw or undercooked meat or fish;africa | kenya;contaminated drinking water| typically in situations of poverty| overcrowding| and poor sanitation;
9, 452, 1, 0, cholera;artemisa| camag�ey| granma| guant�namo| havana| santiago de cuba|cuba | united states;from(cuba) |from(united states);
9, 742, 1, 1, cholera;watery diarrhea | vomiting | nausea| vomiting| cramps| fever or blood in the stool;ciprofloxacin (cipro)| levofloxacin (levaquin)| rifaximin (xifaxan)| or azithromycin (zithromax). loperamide (imodium) | diphenoxylate (lomotil);bring along an antibiotic and an antidiarrheal drug | carefully observe food and water precautions | do not drink tap water unless it has been boiled| filtered| or chemically disinfected | do not drink unbottled beverages or drinks with ice | do not eat fruits or vegetables unless they have been peeled or cooked | avoid cooked foods that are no longer piping hot | avoid unpasteurized milk and any products that might have been made from unpasteurized milk| such as ice cream | avoid food and beverages obtained from street vendors | do not eat raw or undercooked meat or fish;africa | ethiopia|qabridahare in kebri dahar| somali regional state;contaminated drinking water| typically in situations of poverty| overcrowding| and poor sanitation;in(ethiopia) | in(kebri dahar);
9, 776, 1, 0, cholera;haiti;in(haiti);
9, 1035, 1, 1, cholera;watery diarrhea | vomiting | nausea| vomiting| cramps| fever or blood in the stool;ciprofloxacin (cipro)| levofloxacin (levaquin)| rifaximin (xifaxan)| or azithromycin (zithromax). loperamide (imodium) | diphenoxylate (lomotil);bring along an antibiotic and an antidiarrheal drug | carefully observe food and water precautions | do not drink tap water unless it has been boiled| filtered| or chemically disinfected | do not drink unbottled beverages or drinks with ice | do not eat fruits or vegetables unless they have been peeled or cooked | avoid cooked foods that are no longer piping hot | avoid unpasteurized milk and any products that might have been made from unpasteurized milk| such as ice cream | avoid food and beverages obtained from street vendors | do not eat raw or undercooked meat or fish;africa |nigeria;contaminated drinking water| typically in situations of poverty| overcrowding| and poor sanitation;in(nigeria);
9, 1060, 1, 1, cholera;watery diarrhea | vomiting | nausea| vomiting| cramps| fever or blood in the stool;ciprofloxacin (cipro)| levofloxacin (levaquin)| rifaximin (xifaxan)| or azithromycin (zithromax). loperamide (imodium) | diphenoxylate (lomotil);bring along an antibiotic and an antidiarrheal drug | carefully observe food and water precautions | do not drink tap water unless it has been boiled| filtered| or chemically disinfected | do not drink unbottled beverages or drinks with ice | do not eat fruits or vegetables unless they have been peeled or cooked | avoid cooked foods that are no longer piping hot | avoid unpasteurized milk and any products that might have been made from unpasteurized milk| such as ice cream | avoid food and beverages obtained from street vendors | do not eat raw or undercooked meat or fish;africa | democratic republic of the congo;contaminated drinking water| typically in situations of poverty| overcrowding| and poor sanitation;in(democratic republic of the congo);
9, 1091, 1, 1, cholera;watery diarrhea | vomiting | nausea| vomiting| cramps| fever or blood in the stool;ciprofloxacin (cipro)| levofloxacin (levaquin)| rifaximin (xifaxan)| or azithromycin (zithromax). loperamide (imodium) | diphenoxylate (lomotil);bring along an antibiotic and an antidiarrheal drug | carefully observe food and water precautions | do not drink tap water unless it has been boiled| filtered| or chemically disinfected | do not drink unbottled beverages or drinks with ice | do not eat fruits or vegetables unless they have been peeled or cooked | avoid cooked foods that are no longer piping hot | avoid unpasteurized milk and any products that might have been made from unpasteurized milk| such as ice cream | avoid food and beverages obtained from street vendors | do not eat raw or undercooked meat or fish;africa | cameroon;contaminated drinking water| typically in situations of poverty| overcrowding| and poor sanitation;in(cameroon);
10, 409, 1, 1, ebola;intravascular coagulation|viral hemorrhagic fever|respiratory problems| severe bleeding| kidney problems| and shock;heart|lungs|brain|liver and kidneys.;ebola virus;
10, 415, 1, 0, ebola;ebola zaire|ebola reston;
10, 761, 1, 1, ebola;liver bulges up and turns yellow|kidneys becomes jammed with blood clots and dead cells|spleen turns into a single huge.;liver| brain or kidneys|spleen|intestines|testicles|nipples;ebola virus;
10, 923, 1, 0, ebola;blood vessels start to leak;blood vessels|liver;
10, 923, 2, 1, ebola;leakiness of the blood vessels;kidney|liver;ebola virus;
10, 977, 1, 0, ebola;severe inflammation that can cause these clotting proteins;liver| brain or kidneys;
10, 1080, 1, 0, ebola;ebola reston|ebola zaire|ebola sudan|ebola tai.;
11, 410, 1, 0, ebola;west africa;from(west africa);
11, 526, 1, 1, ebola;vomiting| diarrhea;admitted to the hospital;liberia|nigeria|lagos|africa;virus ebola;in(lagos)| reached(africa);
11, 410, 2, 1, ebola;quarantine doctors and nurses;united states| west africa;from(west africa);
11, 760, 1, 1, ebola;taken off a flight| flushed and distraught;new jersey| west africa| hospital| tent;in(new jersey)| from(hospital)| inside(wing of a new jersey medical center);
11, 775, 1, 1, ebola;housed in a "safe| rural setting";rutland| vermont| health care facility;in(vermont)| resident(rutland);
11, 760, 2, 1, ebola;refrain from attending mass gatherings and using public transportation| refrain from traveling long distances;public transportation;ebola virus;
11, 410, 3, 1, ebola;quarantined for three weeks;new jersey| u.s.| africa| home;in(africa)| at(home);
12, 411, 1, 0, ebola;organ failure|fever|internal bleeding| diarrhea and vomiting;liver cells|;
12, 527, 1, 1, ebola;fever| sore throat| muscle pains and headache|vomiting| diarrhea| rash| impaired kidney and liver function|bleeding from the eyes| ears| nose or mouth;throat|muscle|kidney|liver|eyes|ears|nose|mouth.;from (the eyes);
12, 772, 1, 0, ebola;sharp decline of lymphocytes| white blood cells;lymph nodes| liver| spleen;
12, 772, 2, 0, ebola;blood over-coagulates|blood vessels become leaky|bleeding|intravascular coagulation;liver;
12, 772, 3, 0, ebola;ebola reston;
12, 772, 4, 0, ebola;africa|philippines;ebola reston;
12, 772, 5, 1, ebola;blood pressure plummets| vital organs begin to fail| the patient goes into shock and dies;kidney|liver;ebola virus;
13, 412, 1, 1, ebola;spain|united states of america|liberia|mali|guinea|africa|texas.;ebola virus;from(liberia)|in(the united states of america)|of(africa).;
13, 438, 1, 0, ebola;sudden onsetof fever fatigue| muscle pain| headache and sore throat|vomiting| diarrhoea| rash| symptoms of impaired kidney and liver function.;
13, 598, 1, 0, ebola;guinea|sierra leone|liberia|west africa.;in (west africa)|in(guinea).;
13, 653, 1, 1, ebola;liberia|sierra leone|guinea|nigeria|united states|mali|senegal|spain| democratic republic of the congo|equateur province|west africa;ebov;spread(aboard)|in (equateur province)|in (west africa);
13, 860, 1, 1, ebola;sierra leone|liberia|nigeria|senegal|mali|united states of america|spain|west africa;ebola virus;in (west africa);
13, 860, 2, 1, ebola;democratic republic of congo|kikwit;zaire virus;in (kikwit);
13, 438, 14, 1, ebola;bedding| clothing;ebola virus;spreads(human-to-human);
14, 414, 1, 1, typhus;feverish;examining the tongues;tongue;ship| quebec| grosse isle;on(quebec)| at(grosse isle);
14, 414, 2, 0, typhus;making it necessary for the emigrants to stay on board their ships| washing and airing out the ships;contagion;
14, 414, 3, 0, typhus;canada| grosse isle| montreal| kingston| toronto and st. john;in(canada);
14, 634, 1, 0, typhus;eastern europe| middle east| africa| ethiopia;in(eastern europe);
14, 414, 4, 1, typhus;ship fever;lack of suitable preparations;sheds| montreal| grosse isle| quebec;in(montreal);
14, 634, 2, 1, typhus| typhoid;america| concord| new hampshire| philadelphia| baltimore| memphis| washington dc;epidemic;in(america);
14, 414, 5, 1, typhus| cholera;gross isle| quebec| the gulf of st. lawrence| home;cholera epidemic;in(gulf of st. lawrence);
15, 416, 1, 0, ebola;belgium| saint pierre university;in(belgium)| admitted(saint pierre );
15, 457, 1, 0, ebola;asia;deadly virus;
15, 457, 2, 1, ebola;west african| liberia|guinea| sierra leone;deadly outbreak;in(west african countries);
15, 457, 3, 1, ebola;quarantined on a secluded island;philippines| liberia| west africa;in(liberia);
15, 457, 4, 0, put in a secluded place;island| secluded place;in(secluded place);
15, 457, 5, 1, ebola;quarantine them;philippines| liberia| west africa| manila;in(west africa);
15, 457, 6, 1, ebola;quarantine 112 soldiers| settle quarantine suit;asia| maine| philippines| mali| u.s.;in(mali);
16, 417, 1, 1, cholera | diarrheal illnesses | typhoid and dysentery;oral rehydration salts;clean drinking water | sanitation | clean hands prior to mealtime | uncontaminated food supply;asia| africa| and the america | haiti;lack of clean water and sanitation;in(asia);
16, 602, 1, 0, cholera;providing clean water and proper sanitation | health education and good food hygiene;
16, 417, 2, 1, cholera;oral rehydration salts;providing clean drinking water;southeastern asia | central asia;lack of clean water and sanitation i;in(southeastern asia);
16, 780, 1, 1, cholera;haiti| vietnam | zimbabwe;vibrio cholerae . crowded housing conditions exist and water and sanitation facilities are suboptimal;in(haiti);
16, 858, 1, 1, cholera;violent diarrhoea;asia | africa | peru | south america;bacterium| vibrio cholerae | densely populated| poor areas with little sanitation and unsatisfactory food hygiene;
16, 451, 2, 1, cholera;watery diarrhea | vomiting;oral rehydration therapy | intravenous fluids | antibacterial drugs;vibrio cholerae | drinking water or eating food that has been contaminated by the feces (waste product) of an infected person| including one with no apparent symptoms.;
16, 532, 3, 1, cholera;acute diarrhoeal;asia | africa;bacterium| vibrio cholerae;
17, 418, 1, 0, ebola;emory university hospital| dallas| liberia;virus;
17, 556, 1, 1, ebola;emory university hospital| texas health presbyterian hospital| dallas;ebola virus;in(dallas);
17, 418, 4, 1, ebola;hand sanitizer dispenser;working space;around(dallas);
17, 418, 5, 0, ebola;emory university hospital| texas health presbyterian hospital| dallas;at(emory university hospital)| from(hospital);
17, 556, 2, 1, ebola;dallas| united states;ebola virus;in(dallas);
17, 556, 3, 1, ebola;emory university hospital;ebola virus;from(emory university hospital);
17, 556, 4, 0, ebola;emory university hospital;ebola virus;
18, 419, 1, 1, ebola;avoid non-essential travel | avoiding contact with the blood and body fluids of people who are sick| because of the possibility they may be sick with ebola.;guinea| liberia| sierra leone;to(guinea);
18, 470, 2, 1, ebola;avoiding contact with the blood and body fluids of people who are sick| because of the possibility they may be sick with ebola.;bamako| mali;in(bamako) | to(mali);
18, 419, 2, 0, ebola;clinicians should isolate the patient pending diagnostic testing;
18, 862, 1, 1, mers;wash your hands often with soap and water. if soap and water are not available| use an alcohol-based hand sanitizer| avoid touching your eyes| nose| and mouth. germs spread this way| avoid close contact with sick people |be sure you are up-to-date with all of your shots| and if possible| see your health care provider at least 4�6 weeks before travel to get any additional shots;arabian peninsula | saudi arabia;in(arabian peninsula) | to(arabian peninsula) | in(saudi arabia);
18, 862, 2, 1, mers;regular handwashing before and after touching animals| and avoid contact with sick animals | travelers should also avoid consumption of raw or undercooked animal products;arabian peninsula;mers virus | camel;in(arabian peninsula );
18, 470, 3, 1, ebola;review your health insurance plan to determine what medical services it would cover during your trip. consider purchasing travel health and medical evacuation insurance | practice careful hygiene. for example| wash your hands frequently with soap and water or use an alcohol-based hand sanitizer| avoid contact with blood and body fluids (such as urine| saliva| sweat| feces| vomit| breast milk and semen) | do not handle items that may have come in contact with an infected person�s blood or body fluids | avoid direct contact with dead bodies| including participating in funeral or burial rituals | avoid contact with animals (such as bats or monkeys) or with raw or undercooked meat |do not eat or handle bushmeat (wild animals hunted for food);mali;to(mali);
18, 419, 3, 0, ebola;medical evaluation and testing for ebola| monitoring| or travel restrictions;blood or body fluids;
19, 420, 1, 1, malaria;rapid diagnostic tests;zambia;in (rural zambia)|around(health facilities);
19, 530, 1, 1, malaria;hospital for tropical diseases| london| united kingdom;p. falciparum;at(hospital for tropical diseases)|for(p. falciparum);
19, 540, 1, 0, malaria;anopheles mosquito|plasmodium falciparum|plasmodium vivax;
19, 530, 2, 1, endemic malaria;world health organization;plasmodium;by(the laboratory)|from(all plasmodium);
19, 540, 2, 1, malaria;united states and european countries;plasmodium;in (the united states);
19, 909, 1, 1, malaria;rapid diagnostic tests;=rural zambian districts;in (two ruralzambian districts);
19, 989, 1, 0, malaria;saraya health district;in (the saraya health district)|;
20, 421, 1, 1, evd;oral rehydration therapy (slightly sweet and salty water to drink);tissues;sudan| democratic republic of the congo| west africa| guinea| sierra leone| liberia| nigeria| tropical regions;virus;in(tropical regions);
20, 421, 6, 1, ebola| influenza| malaria| dengue fever;fatigue| fever| headaches| joint| muscle and abdominal pain| vomiting| diarrhea| loss of appetite;throat| chest| skin;ebolavirus;
20, 421, 7, 0, ebola;fever| sore throat| muscle pain| headaches| vomiting| diarrhea| rash| decreased functioning of the liver and kidneys;ebolavirus;
20, 421, 8, 0, ebola;checking such animals for infection and killing and properly disposing of the bodies;tissues;
20, 765, 2, 1, ebola;bleeding;immune systems| organs| cells;virus;
20, 444, 17, 1, ebola| influenza| malaria| dengue fever;fever| headaches| joint| muscle and abdominal pain| vomiting| diarrhea| loss of appetite;throat|liver| kidney;internal(body)| externally(body);
20, 765, 1, 0, ebola| cholera| maleria;high fever| headache| joint and muscle aches| sore throat| weakness| stomach pain| lack of appetite| blood vomiting;eyes| ears| nose;
21, 423, 1, 1, ebola;practice careful hygiene | wash your hands with soap and water or use an alcohol-based hand sanitizer | avoid contact with blood and body fluids (such as urine| saliva| sweat| feces| vomit| breast milk| and semen) of people who have ebola | do not handle items that may have come in contact with an infected person�s blood or body fluids.;guinea| liberia| sierra leone | west africa;direct| unprotected contact with the blood or body fluids (such as urine| saliva| sweat| feces| vomit| breast milk| and semen) of an infected symptomatic person| contact with the body of someone who has died from ebola| and exposure to objects (such as needles) | infected blood or other body fluids and tissues.;to(guinea) | in(west africa);
21, 423, 2, 1, ebola;check your health insurance plan | ensure you are covered for healthcare abroad in the event of illness | ask your organization about their medical evacuation plans | purchase travel health insurance and medical evacuation insurance | check the coverage limits for evacuation insurance;guinea| liberia| sierra leone | west africa;to(guinea) | in(west africa);
21, 423, 3, 1, ebola;avoid direct contact with the body of someone who has died from ebola| including participating in funeral and burial rituals | avoid contact with animals (such as monkeys or bats) or with raw or undercooked meat. | do not eat or handle bushmeat (wild animals hunted for food). | avoid hospitals in west africa where ebola patients are being treated. | report any potential unprotected ebola exposure or illness promptly following your organization's reporting procedures.;guinea| liberia| sierra leone | west africa;direct| unprotected contact with the blood or body fluids (such as urine| saliva| sweat| feces| vomit| breast milk| and semen) of an infected symptomatic person| contact with the body of someone who has died from ebola| and exposure to objects (such as needles) | infected blood or other body fluids and tissues.;to(guinea) | in(west africa);
21, 423, 4, 1, ebola;severe headache| muscle pain| vomiting| diarrhea| stomach pain| or unexplained bleeding or bruising.;take your temperature every morning and evening |;united states;to(united states);
21, 423, 5, 0, ebola;airports | united states;at(airports) | to(united states);
21, 423, 6, 1, ebola;up-to-date on routine vaccines| schedule a visit with a travel medicine provider| put together a travel health kit containing items such as over-the-counter medications| a thermometer| alcohol-based hand sanitizer| and basic first aid items | ensure that your organization will be providing you with personal protection equipment (ppe) such as masks| gloves| gowns| and eye protection;guinea| liberia| sierra leone | west africa;to(guinea) | in(west africa);
21, 423, 7, 1, ebola;avoid nonessential travel | avoiding contact with the blood and body fluids (such as urine| saliva| sweat| feces| vomit| breast milk| and semen) of people who are sick with ebola;guinea| liberia| sierra leone | west africa;blood or body fluids;to(guinea) | in(west africa);
22, 424, 1, 0, ebola;fever| headache| joint muscle aches| sore throat| weakness| diarrhea| vomiting stomach pain. rash| red eyes| hiccups| bleeding;blood;
22, 496, 1, 1, ebola;ill asthenia;blood;congo;
22, 424, 2, 0, ebola;zaire congo;
22, 438, 5, 0, ebola;fever fatigue| muscle pain| headache|sore throat|vomiting| diarrhoea| rash| impaired kidney liver function| bleeding;platelet liver white blood cell;
22, 743, 1, 0, ebola;ill;america texas africa;
22, 753, 1, 0, ebola;blood;new delhi;
22, 438, 10, 0, immune therapies drug therapies vaccines;blood;
23, 425, 1, 0, ebola| lassa| marburg| machupo| junin| hanta| plague| tuberculosis| anthrax| cholera| typhoid| typhus| malaria| viral hemorrhagic fevers;earth| moon;
23, 700, 1, 1, evd| ebola virus disease| ebola haemorrhagic fever;fever| intense weakness| muscle pain| headache| sore throat|vomiting| diarrhoea| rash| impaired kidney |liver function|internal bleeding| external bleeding;prevention of needle sticks| sharps injuries| safe phlebotomy| hand hygiene| rational use of personal protective equipment| regular and rigorous environmental cleaning| decontamination of surfaces and equipment| safe management of soiled linen and healthcare waste.;central africa|west africa;tropical countries;
23, 706, 1, 0, ebola;fever| vomiting;sierra leone;
23, 718, 2, 0, ebola;myalgia| diarrhoea and vomiting| pleuritic pain| shock| bleeding tendency;sudan| zaire| kenya| nigeria| sierra leone| liberia.;
23, 809, 1, 1, ebola;avoiding direct contact with infected people| regular hand washing using soap and water| protective clothing;africans;bush meat;airline crews;
23, 896, 1, 0, typhus| spanish flu|tb| cholera| malaria| aids;america| turkey;damascus suburb | syria�s capital| from kobane;
23, 809, 2, 1, ebola;oral rehydration therapy| intravenous fluids;sudan| south sudan| zaire| democratic republic of the congo| guinea| sierra leone| liberia| nigeria;tropical regions of sub-saharan africa;
24, 426, 1, 1, ebola;avoiding contact with the blood and body fluids of people who are sick with ebola | avoid nonessential travel;liberia;to(liberia);
24, 426, 2, 1, ebola;fever and symptoms such severe headache| fatigue| muscle pain| vomiting| diarrhea| stomach pain| or unexplained bleeding or bruising.;avoid direct contact (through broken skin or mucous membranes in| for example| the eyes| nose| or mouth) with blood or body fluids (such as urine| saliva| sweat| feces| vomit| breast milk| and semen) of a person who is sick with ebola|objects (like needles and syringes) that have been contaminated with the virus| and infected fruit bats or primates (apes and monkeys).;zaire| sudan| bundibugyo| or tai forest virus;
24, 664, 2, 1, ebola;avoiding contact with the blood and body fluids of people who are sick with ebola | avoid nonessential travel;sierra leone;to(sierra leone);
24, 455, 2, 0, ebola virus;wearing a face shield or goggles| a medical mask| double gloves| a waterproof gown or coveralls| an apron| and waterproof boots.;contact with blood or body fluids (such as urine| saliva| sweat| feces| vomit| breast milk| and semen) of a person sick with ebola without wearing the right protective clothing and equipment;
24, 455, 4, 1, ebola;avoiding contact with the blood and body fluids of people who are sick with ebola | avoid nonessential travel;guinea;to(guinea);
24, 470, 4, 1, ebola;avoiding contact with the blood and body fluids of people who are sick with ebola | avoid nonessential travel;mali | bamako;to(mali) | in(bamako);
24, 979, 1, 1, ebola;avoiding contact with the blood and body fluids of people who are sick with ebola | avoid nonessential travel;democratic republic of the congo (drc)|equateur province;in(democratic republic of the congo (drc)) | in(equateur province);
25, 427, 1, 0, ebola;africa;
25, 684, 1, 0, ebola;blood;near (the source);
25, 708, 1, 0, ebola;blood;west africa u.s;
25, 807, 1, 0, ebola;death;africa;
25, 684, 2, 0, ebola;illness;central and west africa| united states| europe;
25, -1, 2, 0, ebola;death;west africa u.n. southeastern guinea;
25, 684, 3, 0, ebola;congo gabon| sudan| guinea| liberia| sierra leone| the ivory coast|uganda|;
26, 429, 1, 1, ebola | malaria | dengue fever | typhoid fever;monitor health for 21 days;africa | west africa;have sexual or other contact with the bodily fluids of a sick person | touch any dead bodies or attend a funeral;in(africa) | to(west africa);
26, 493, 1, 0, malaria;fever| malaise| myalgia| arthralgia| headache;
26, 564, 1, 1, ebola;develop national preparedness capacities| including the duty to report internationally significant events| conduct surveillance and contact tracing| as well as exercise public health powers| while balancing human rights and international trade;west africa | liberia| sierra leone| or guinea | nigeria| senegal| firestone district of liberia;in(west africa) | in(liberia);
26, 429, 3, 1, ebola;quarantine people | stay at home| limit movements| and monitor their health for 21 days;mali| nigeria| spain |united states;direct contact with contaminated body fluids from a sick person;in(mali);
26, 564, 2, 1, ebola | malaria | malaria | yellow fever;fever | fever and/or severe headache| weakness| muscle pain| vomiting| diarrhea| abdominal pain| or unexplained hemorrhage;west africa | central africa;in(west africa) | in(central africa);
26, 844, 1, 1, malaria;illness;plasmodium falciparum;malarious areas;
26, 429, 5, 1, ebola;west africa | nigeria| senegal| spain| the usa | mali;caring for an ill person| preparing the body of an ebola patient for burial| and sharing a bed with an ill person. other risky activities include attending the funeral of an ebola patient| touching their bodily fluids| or handling or eating meat from a sick or dead animal;in(west africa) | in(nigeria);
27, 430, 1, 0, cholera;dehydration| watery diarrhea | vomiting;areas with epidemic cholera;
27, 536, 1, 1, cholera;diarrhea;safe drinking water| proper sanitation| adequate hygiene| essential health services| awareness to prevent diarrhea| afe drinking water| proper disposal of human waste| frequent handwashing;southeast asia;in (southeast asia);
27, 430, 2, 1, cholera;watery diarrhea;drink ors| breastfeed baby;health facility;cholera germs | feces| poop;nearest(health facility);
27, 580, 1, 0, cholera;watery diarrhea;drinking water contaminated| vibrio cholerae;
27, 836, 1, 1, cholera;proper water treatment | storage of water;africa;in (africa);
27, 924, 1, 0, cholera;southeast asia;in(southeast asia);
